PopCode,Area,Sex,Age,AgeInterval,Type,Day,Month,Year,RefCode,Access,Population,NoteCode1,NoteCode2,NoteCode3,LDB
SA,5,f,78,1,O,30,6,1973,3,O,2371,.,.,.,1
SA,5,f,79,1,O,30,6,1973,3,O,2210,.,.,.,1
SA,5,f,80,1,O,30,6,1973,3,O,2041,.,.,.,1
SA,5,f,81,1,O,30,6,1973,3,O,1900,.,.,.,1
SA,5,f,82,1,O,30,6,1973,3,O,1721,.,.,.,1
SA,5,f,83,1,O,30,6,1973,3,O,1401,.,.,.,1
SA,5,f,84,1,O,30,6,1973,3,O,1261,.,.,.,1
SA,5,f,85,1,O,30,6,1973,3,O,1060,.,.,.,1
SA,5,f,86,1,O,30,6,1973,3,O,916,.,.,.,1
SA,5,f,87,1,O,30,6,1973,3,O,788,.,.,.,1
SA,5,f,88,1,O,30,6,1973,3,O,615,.,.,.,1
SA,5,f,89,1,O,30,6,1973,3,O,506,.,.,.,1
SA,5,f,90,1,O,30,6,1973,3,O,345,.,.,.,1
SA,5,f,91,1,O,30,6,1973,3,O,300,.,.,.,1
SA,5,f,92,1,O,30,6,1973,3,O,206,.,.,.,1
SA,5,f,93,1,O,30,6,1973,3,O,151,.,.,.,1
SA,5,f,94,1,O,30,6,1973,3,O,111,.,.,.,1
SA,5,f,95,1,O,30,6,1973,3,O,62,.,.,.,1
SA,5,f,96,1,O,30,6,1973,3,O,50,.,.,.,1
SA,5,f,97,1,O,30,6,1973,3,O,47,.,.,.,1
SA,5,f,98,1,O,30,6,1973,3,O,18,.,.,.,1
SA,5,f,99,1,O,30,6,1973,3,O,15,.,.,.,1
SA,5,f,100,+,O,30,6,1973,3,O,18,.,.,.,1
SA,5,f,0,1,O,30,6,1974,3,O,9568,.,.,.,1
SA,5,f,1,1,O,30,6,1974,3,O,10405,.,.,.,1
SA,5,f,2,1,O,30,6,1974,3,O,10802,.,.,.,1
SA,5,f,3,1,O,30,6,1974,3,O,11065,.,.,.,1
SA,5,f,4,1,O,30,6,1974,3,O,10993,.,.,.,1
SA,5,f,5,1,O,30,6,1974,3,O,11128,.,.,.,1
SA,5,f,6,1,O,30,6,1974,3,O,10757,.,.,.,1
SA,5,f,7,1,O,30,6,1974,3,O,10464,.,.,.,1
SA,5,f,8,1,O,30,6,1974,3,O,10765,.,.,.,1
SA,5,f,9,1,O,30,6,1974,3,O,10818,.,.,.,1
SA,5,f,10,1,O,30,6,1974,3,O,11375,.,.,.,1
SA,5,f,11,1,O,30,6,1974,3,O,11696,.,.,.,1
SA,5,f,12,1,O,30,6,1974,3,O,11789,.,.,.,1
SA,5,f,13,1,O,30,6,1974,3,O,12304,.,.,.,1
SA,5,f,14,1,O,30,6,1974,3,O,12082,.,.,.,1
